,Scheme Id,Scheme Name,01-Jan-2021,04-Jan-2021,05-Jan-2021,06-Jan-2021,07-Jan-2021,08-Jan-2021,11-Jan-2021,12-Jan-2021,13-Jan-2021,14-Jan-2021,15-Jan-2021,18-Jan-2021,19-Jan-2021,20-Jan-2021,21-Jan-2021,22-Jan-2021,25-Jan-2021,27-Jan-2021,28-Jan-2021,29-Jan-2021,01-Feb-2021,02-Feb-2021,03-Feb-2021,04-Feb-2021,05-Feb-2021,08-Feb-2021,09-Feb-2021,10-Feb-2021,11-Feb-2021,12-Feb-2021,15-Feb-2021,16-Feb-2021,17-Feb-2021,18-Feb-2021,22-Feb-2021,23-Feb-2021,24-Feb-2021,25-Feb-2021,26-Feb-2021,01-Mar-2021,02-Mar-2021,03-Mar-2021,04-Mar-2021,05-Mar-2021,08-Mar-2021,09-Mar-2021,10-Mar-2021,12-Mar-2021,15-Mar-2021,16-Mar-2021,17-Mar-2021,18-Mar-2021,19-Mar-2021,22-Mar-2021,23-Mar-2021,24-Mar-2021,25-Mar-2021,26-Mar-2021,30-Mar-2021,31-Mar-2021,05-Apr-2021,06-Apr-2021,07-Apr-2021,08-Apr-2021,09-Apr-2021,12-Apr-2021,15-Apr-2021,16-Apr-2021,19-Apr-2021,20-Apr-2021,22-Apr-2021,23-Apr-2021,26-Apr-2021,27-Apr-2021,28-Apr-2021,29-Apr-2021,30-Apr-2021,03-May-2021,04-May-2021,05-May-2021,06-May-2021,07-May-2021,10-May-2021,11-May-2021,12-May-2021,14-May-2021,17-May-2021,18-May-2021,19-May-2021,20-May-2021,21-May-2021,24-May-2021,25-May-2021,27-May-2021,28-May-2021,31-May-2021,01-Jun-2021,02-Jun-2021,03-Jun-2021,04-Jun-2021,07-Jun-2021,08-Jun-2021,09-Jun-2021,10-Jun-2021,11-Jun-2021,14-Jun-2021,15-Jun-2021,16-Jun-2021,17-Jun-2021,18-Jun-2021,21-Jun-2021,22-Jun-2021,23-Jun-2021,24-Jun-2021,25-Jun-2021,28-Jun-2021,29-Jun-2021,30-Jun-2021,01-Jul-2021,02-Jul-2021,05-Jul-2021,06-Jul-2021,07-Jul-2021,08-Jul-2021,09-Jul-2021,12-Jul-2021,13-Jul-2021,14-Jul-2021,15-Jul-2021,16-Jul-2021,19-Jul-2021,20-Jul-2021,22-Jul-2021,23-Jul-2021,26-Jul-2021,27-Jul-2021,28-Jul-2021,29-Jul-2021,30-Jul-2021
10,120616,ICICI Prudential Regular Savings Fund - Direct Plan - Growth,53.4898,53.6373,53.7525,53.6983,53.7323,53.8904,53.9314,53.9725,53.9784,53.9239,53.7744,53.6508,53.8164,53.885,53.8477,53.7405,53.6761,53.5347,53.5018,53.3974,53.755,53.9501,54.0449,54.1525,54.0532,54.2246,54.2095,54.2459,54.3148,54.35,54.5153,54.5199,54.5208,54.4429,54.0812,54.1544,54.3121,54.3431,54.0441,54.2151,54.3588,54.5298,54.484,54.4138,54.399,54.4106,54.4886,54.3703,54.3204,54.2843,54.1789,54.1069,54.2037,54.2068,54.3476,54.2018,54.0414,54.1775,54.3497,54.3338,54.3348,54.3483,54.4818,54.5394,54.508,54.1999,54.3658,54.3919,54.2656,54.2555,54.3382,54.3223,54.4786,54.5858,54.7921,54.8031,54.6806,54.7016,54.6133,54.6941,54.7756,54.8138,54.8959,54.9197,54.8769,54.8596,55.0734,55.2391,55.2204,55.1719,55.3506,55.385,55.4674,55.4953,55.4701,55.5716,55.5471,55.6275,55.7163,55.7126,55.8196,55.8364,55.7984,55.8726,55.8815,55.9328,55.9566,55.853,55.7869,55.787,55.8313,55.8562,55.8412,55.8696,55.8987,55.866,55.8206,55.822,55.8298,55.8339,55.9453,55.9284,55.9825,55.9082,55.9165,55.9198,56.0744,56.0773,56.1234,56.1627,56.0638,55.8981,56.0474,56.1307,56.1434,56.0941,56.176,56.211,56.2229
11,120613,ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW,16.6339,16.6798,16.7156,16.6987,16.7093,16.7585,16.7712,16.784,16.7858,16.7689,16.7224,16.6839,16.7354,16.7567,16.7452,16.7118,16.6918,16.6478,16.6376,16.6051,16.7163,16.777,16.8065,16.8399,16.8091,16.8623,16.8577,16.869,16.8904,16.9014,16.9528,16.9542,16.9545,16.9302,16.8177,16.8405,16.8896,16.8992,16.8062,16.8594,16.9041,16.9572,16.943,16.9212,16.9166,16.9202,16.9444,16.9077,16.8921,16.8809,16.8481,16.8257,16.8558,16.8568,16.9006,16.8553,16.8054,16.8477,16.9012,16.8963,15.9023,15.9063,15.9453,15.9622,15.953,15.8628,15.9114,15.919,15.882,15.8791,15.9033,15.8986,15.9444,15.9758,16.0361,16.0393,16.0035,16.0097,15.9838,16.0075,16.0313,16.0425,16.0665,16.0735,16.061,16.0559,16.1185,16.167,16.1615,16.1473,16.1996,16.2097,16.2338,16.2419,16.2346,16.2643,16.2571,16.2806,16.3066,16.3055,16.3369,16.3418,16.3307,16.3524,16.355,16.37,16.377,16.3466,16.3273,16.3273,16.3403,16.3476,16.3432,16.3515,16.36,16.3504,16.3372,16.3376,16.3399,16.3411,16.3736,16.3687,16.3845,16.3628,16.3652,16.3662,16.4114,16.4123,16.4258,16.4373,16.4083,16.3598,16.4035,16.4279,16.4316,16.4172,16.4412,16.4514,16.4549
12,120615,ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW,15.7513,15.7947,15.8286,15.8127,15.8227,15.8692,15.8813,15.8934,15.8951,15.8791,15.8351,15.7987,15.8475,15.8676,15.8567,15.8251,15.8061,15.7645,15.7548,15.7241,15.8294,15.8868,15.9147,15.9464,15.9172,15.9676,15.9632,15.9739,15.9942,16.0046,16.0532,16.0546,16.0549,16.0319,15.9254,15.947,15.9934,16.0025,15.9145,15.9035,15.9456,15.9958,15.9823,15.9617,15.9574,15.9608,15.9837,15.949,15.9344,15.9238,15.8928,15.8717,15.9001,15.901,15.9423,15.8996,15.8525,15.8924,15.9429,15.9383,15.8924,15.8963,15.9353,15.9522,15.943,15.8529,15.9014,15.9091,15.8721,15.8692,15.8933,15.8887,15.9344,15.9658,16.0261,16.0293,15.9935,15.9167,15.891,15.9145,15.9383,15.9494,15.9733,15.9802,15.9677,15.9627,16.0249,16.0731,16.0677,16.0536,16.1056,16.1156,16.1395,16.1477,16.1403,16.1699,16.1352,16.1586,16.1844,16.1833,16.2144,16.2193,16.2082,16.2298,16.2324,16.2473,16.2542,16.2241,16.2049,16.2049,16.2178,16.225,16.2207,16.2289,16.2374,16.2279,16.2147,16.2151,16.1447,16.1459,16.178,16.1732,16.1888,16.1673,16.1697,16.1707,16.2154,16.2162,16.2296,16.2409,16.2123,16.1644,16.2076,16.2317,16.2353,16.2211,16.2448,16.2549,16.2583
13,120614,ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW,14.0361,14.0748,14.1051,14.0908,14.0998,14.1413,14.152,14.1628,14.1643,14.15,14.1108,14.0784,14.1218,14.1398,14.13,14.1019,14.085,14.0479,14.0393,14.0119,14.1057,14.1569,14.1818,14.21,14.184,14.2289,14.225,14.2345,14.2526,14.2618,14.3052,14.3064,14.3067,14.2862,14.1913,14.2105,14.2519,14.26,14.1815,14.2264,14.2641,14.309,14.297,14.2786,14.2747,14.2777,14.2982,14.2672,14.2541,14.2446,14.2169,14.198,14.2234,14.2242,14.2612,14.2229,14.1809,14.2166,14.2617,14.2576,14.0413,14.0448,14.0793,14.0942,14.0861,14.0065,14.0493,14.0561,14.0234,14.0208,14.0422,14.0381,14.0785,14.1062,14.1595,14.1623,14.1307,14.1361,14.1133,14.1342,14.1552,14.1651,14.1863,14.1925,14.1814,14.177,14.2322,14.275,14.2702,14.2576,14.3038,14.3127,14.334,14.3412,14.3347,14.3609,14.3546,14.3754,14.3983,14.3974,14.425,14.4294,14.4196,14.4387,14.441,14.4543,14.4604,14.4337,14.4166,14.4166,14.4281,14.4345,14.4306,14.438,14.4455,14.437,14.4253,14.4257,14.0378,14.0388,14.0668,14.0626,14.0762,14.0575,14.0596,14.0604,14.0993,14.1,14.1116,14.1215,14.0966,14.055,14.0925,14.1134,14.1166,14.1042,14.1248,14.1336,14.1366
14,119784,SBI Magnum Ultra Short Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1750.019,1750.6487,1751.0549,1751.0605,1751.3122,1751.4499,1751.3748,1751.1992,1751.1246,1750.6761,1750.7907,1751.1001,1751.0763,1751.3339,1751.4351,1751.5371,1751.9682,1752.0953,1752.3672,1752.5252,1752.7585,1752.8523,1752.9687,1753.0295,1753.1715,1753.715,1754.0373,1754.2721,1754.4484,1754.7823,1755.4613,1755.7901,1756.034,1756.5486,1757.2017,1757.1133,1757.4601,1757.7429,1757.8576,1758.3113,1758.4016,1758.602,1758.7307,1758.8343,1759.3079,1759.388,1759.6042,1759.9072,1760.0498,1760.2531,1760.4283,1760.6289,1761.0833,1761.6354,1762.0774,1762.4173,1762.8354,1763.2851,1764.1045,1764.5479,1765.337,1765.6177,1765.5434,1765.4606,1765.7228,1766.1379,1766.6787,1767.0442,1767.6247,1767.9278,1768.4513,1768.6379,1769.2685,1769.4784,1769.7572,1770.0014,1770.2232,1770.7438,1770.7706,1770.9601,1771.0755,1771.2221,1771.4897,1771.7339,1771.8885,1772.1951,1772.6678,1772.829,1772.9731,1773.1472,1773.3606,1773.7884,1773.942,1774.1466,1774.2842,1774.6899,1774.8342,1774.9698,1775.1909,1775.3603,1775.8961,1776.0715,1776.3875,1776.641,1776.86,1777.3071,1777.4633,1777.3679,1777.4048,1777.6087,1778.2103,1778.3931,1778.5893,1778.8027,1778.9646,1779.4477,1779.6937,1779.9076,1780.1745,1780.4072,1780.9371,1781.0618,1781.3573,1781.5911,1781.772,1782.3699,1782.5517,1782.8683,1783.109,1783.3357,1783.7943,1784.0473,1784.4399,1784.7081,1785.2542,1785.4664,1785.6801,1785.8619,1785.9746
15,119828,SBI MAGNUM ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH,4680.1164,4681.8005,4682.887,4682.902,4683.5751,4683.9434,4683.7423,4683.2729,4683.0735,4681.8738,4682.1805,4683.0108,4682.9471,4683.6363,4683.9069,4684.1797,4685.3322,4685.672,4686.3991,4686.8219,4687.4456,4687.6963,4688.0076,4688.1702,4688.55,4690.0035,4690.8656,4691.4935,4691.9649,4692.8578,4694.6736,4695.5529,4696.2053,4697.5814,4699.3281,4699.0915,4700.0191,4700.7753,4701.0822,4702.2953,4702.5367,4703.0728,4703.4169,4703.6938,4704.9604,4705.1748,4705.753,4706.5632,4706.9445,4707.4883,4707.9569,4708.4932,4709.7084,4711.1848,4712.367,4713.276,4714.394,4715.5968,4717.7876,4718.9734,4721.0838,4721.8345,4721.6359,4721.4143,4722.1156,4723.2258,4724.672,4725.6496,4727.2019,4728.0125,4729.4108,4729.9097,4731.5963,4732.1576,4732.9031,4733.5562,4734.1494,4735.5415,4735.6131,4736.1198,4736.4285,4736.8207,4737.5359,4738.189,4738.6027,4739.4225,4740.6878,4741.1189,4741.5041,4741.9699,4742.5406,4743.6846,4744.0954,4744.6426,4745.0105,4746.0955,4746.4815,4746.8441,4747.4354,4747.8885,4749.3212,4749.7904,4750.6354,4751.3135,4751.8992,4753.0948,4753.5126,4753.2575,4753.3562,4753.9014,4755.5143,4756.0031,4756.5278,4757.0985,4757.5317,4758.8236,4759.4815,4760.0534,4760.7671,4761.3895,4762.8066,4763.14,4763.9305,4764.5556,4765.0394,4766.6383,4767.1245,4767.9711,4768.6149,4769.2213,4770.4477,4771.1242,4772.1741,4772.8916,4774.3518,4774.9194,4775.4911,4775.9771,4776.2786
16,119829,SBI Magnum Ultra Short Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1126.456,1126.8613,1127.1228,1127.1264,1127.2884,1127.3771,1127.3287,1127.2157,1127.1677,1126.879,1126.9528,1127.1519,1127.1366,1127.3024,1127.3676,1127.4332,1127.7107,1127.7925,1127.9675,1128.0693,1128.2195,1128.2798,1128.3548,1128.3939,1128.4853,1128.8352,1129.0427,1129.1938,1129.3072,1129.5222,1129.9592,1130.1709,1130.3279,1130.6591,1131.0795,1131.0226,1131.2458,1131.4279,1131.5017,1131.7937,1131.8518,1131.9809,1132.0637,1132.1303,1132.435,1132.4867,1132.6258,1132.8208,1132.9126,1133.0435,1133.1563,1133.2854,1133.5779,1133.9333,1134.2178,1134.4366,1134.7057,1134.9952,1135.5226,1135.808,1136.3156,1136.4963,1136.4485,1136.3951,1136.5639,1136.8312,1137.1792,1137.4145,1137.7881,1137.9833,1138.3203,1138.4403,1138.8463,1138.9814,1139.1608,1139.318,1139.4608,1139.7959,1139.8131,1139.9351,1140.0094,1140.1038,1140.276,1140.4332,1140.5327,1140.73,1141.0346,1141.1384,1141.2311,1141.3432,1141.4806,1141.7559,1141.8548,1141.9865,1142.0751,1142.3362,1142.4291,1142.5164,1142.6587,1142.7678,1143.1126,1143.2255,1143.4289,1143.5921,1143.7331,1144.0209,1144.1215,1144.0601,1144.0838,1144.2151,1144.6023,1144.7199,1144.8462,1144.9835,1145.0878,1145.3988,1145.5571,1145.6948,1145.8666,1146.0164,1146.3575,1146.4377,1146.628,1146.7784,1146.8949,1147.2797,1147.3967,1147.6005,1147.7554,1147.9014,1148.1965,1148.3594,1148.6121,1148.7848,1149.1363,1149.2728,1149.4105,1149.5274,1149.6
17,119813,SBI Short Term Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),14.575,14.5937,14.602,14.5957,14.5993,14.5992,14.5735,14.5628,14.5534,14.5496,14.5382,14.5366,14.5406,14.546,14.5447,14.5458,14.5485,14.5493,14.5567,14.5589,14.5096,14.4773,14.4923,14.4998,14.4836,14.4884,14.4803,14.4801,14.4896,14.4951,14.4962,14.5001,14.4959,14.4894,14.4734,14.4757,14.4767,14.4762,14.47,14.4806,14.4841,14.4841,14.4864,14.4787,14.4808,14.4776,14.4796,14.4786,14.4619,14.4577,14.4607,14.466,14.4848,14.4955,14.5099,14.5168,14.5213,14.5311,14.5379,14.5429,14.5677,14.5732,14.5714,14.569,14.5722,14.576,14.5776,14.5802,14.5929,14.598,14.6081,14.6119,14.6249,14.6317,14.6336,14.6349,14.6408,14.6509,14.6505,14.656,14.6576,14.6588,14.6669,14.6703,14.6706,14.6725,14.6733,14.6771,14.6888,14.6896,14.6959,14.7002,14.7046,14.7087,14.7077,14.7121,14.7121,14.7189,14.7247,14.7292,14.7399,14.7416,14.7493,14.7508,14.7572,14.7584,14.7455,14.7308,14.7299,14.7391,14.7374,14.7341,14.7352,14.7393,14.7341,14.7316,14.7366,14.7305,14.7387,14.7341,14.7409,14.7313,14.7409,14.7564,14.7579,14.7593,14.7716,14.7746,14.7783,14.7907,14.799,14.8038,14.8051,14.8075,14.814,14.8211,14.8229,14.8268,14.8267
18,119816,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,26.0862,26.1197,26.1346,26.1233,26.1298,26.1296,26.0835,26.0643,26.0475,26.0407,26.0203,26.0176,26.0247,26.0344,26.0321,26.0341,26.0387,26.0402,26.0535,26.0574,25.9692,25.9114,25.9383,25.9518,25.9226,25.9312,25.9168,25.9165,25.9334,25.9433,25.9452,25.9523,25.9447,25.9331,25.9044,25.9085,25.9102,25.9094,25.8983,25.9174,25.9235,25.9236,25.9277,25.9139,25.9177,25.9119,25.9155,25.9137,25.8839,25.8764,25.8816,25.8911,25.9249,25.944,25.9697,25.982,25.9902,26.0077,26.0198,26.0288,26.0731,26.083,26.0798,26.0755,26.0813,26.0881,26.091,26.0955,26.1182,26.1274,26.1454,26.1523,26.1756,26.1877,26.1912,26.1934,26.204,26.2221,26.2215,26.2312,26.234,26.2362,26.2507,26.2568,26.2573,26.2608,26.2622,26.269,26.2899,26.2914,26.3027,26.3103,26.3182,26.3256,26.3237,26.3316,26.3316,26.3438,26.3542,26.3623,26.3815,26.3845,26.3982,26.4008,26.4123,26.4145,26.3915,26.3652,26.3635,26.38,26.377,26.3711,26.3702,26.3775,26.3683,26.3638,26.3728,26.3618,26.3766,26.3684,26.3804,26.3633,26.3804,26.4082,26.4109,26.4134,26.4353,26.4408,26.4474,26.4697,26.4845,26.493,26.4954,26.4997,26.5114,26.5239,26.5272,26.5343,26.534
19,119815,SBI Short Term Debt Fund - Direct Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),17.5706,17.5931,17.6031,17.5955,17.5999,17.5998,17.5687,17.5558,17.5445,17.5399,17.5262,17.5243,17.5291,17.5356,17.5341,17.5354,17.5386,17.5395,17.5485,17.5511,17.4917,17.4528,17.4709,17.48,17.4603,17.4661,17.4564,17.4561,17.4676,17.4742,17.4755,17.4803,17.4752,17.4673,17.448,17.4508,17.452,17.4514,17.4439,17.4568,17.4609,17.4609,17.4637,17.4544,17.4569,17.453,17.4555,17.4543,17.4342,17.4291,17.4327,17.4391,17.4618,17.4747,17.492,17.5003,17.5058,17.5176,17.5258,17.5318,17.5617,17.5683,17.5662,17.5633,17.5672,17.5717,17.5737,17.5768,17.592,17.5982,17.6104,17.615,17.6307,17.6388,17.6412,17.6427,17.6498,17.662,17.6616,17.6681,17.67,17.6715,17.6813,17.6854,17.6857,17.6881,17.689,17.6936,17.7076,17.7087,17.7163,17.7214,17.7268,17.7317,17.7305,17.7357,17.7358,17.744,17.751,17.7564,17.7693,17.7714,17.7806,17.7824,17.7901,17.7916,17.7761,17.7584,17.7573,17.7684,17.7663,17.7624,17.7618,17.7667,17.7605,17.7575,17.7635,17.7561,17.7661,17.7605,17.7686,17.7571,17.7687,17.7874,17.7892,17.7908,17.8056,17.8093,17.8138,17.8287,17.8387,17.8445,17.8461,17.849,17.8568,17.8653,17.8675,17.8723,17.8721
20,119817,SBI Short Term Debt Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),11.4265,11.4411,11.4477,11.4427,11.4456,11.4455,11.4253,11.4169,11.4096,11.4066,11.3976,11.3964,11.3995,11.4038,11.4028,11.4037,11.4057,11.4063,11.4122,11.4139,11.3753,11.3499,11.3617,11.3676,11.3548,11.3586,11.3523,11.3521,11.3596,11.3639,11.3647,11.3678,11.3645,11.3594,11.3469,11.3487,11.3494,11.3491,11.3442,11.3525,11.3552,11.3552,11.357,11.351,11.3527,11.3501,11.3517,11.3509,11.3379,11.3346,11.3369,11.341,11.3558,11.3642,11.3755,11.3808,11.3844,11.3921,11.3974,11.4014,11.4208,11.4251,11.4237,11.4218,11.4243,11.4273,11.4286,11.4306,11.4405,11.4445,11.4524,11.4554,11.4656,11.4709,11.4725,11.4734,11.4781,11.486,11.4857,11.49,11.4912,11.4922,11.4985,11.5012,11.5014,11.503,11.5036,11.5066,11.5157,11.5164,11.5213,11.5247,11.5281,11.5313,11.5305,11.534,11.534,11.5393,11.5439,11.5474,11.5558,11.5572,11.5631,11.5643,11.5693,11.5703,11.5602,11.5487,11.548,11.5552,11.5539,11.5513,11.5509,11.5541,11.5501,11.5481,11.552,11.5472,11.5537,11.5501,11.5553,11.5479,11.5554,11.5675,11.5687,11.5698,11.5794,11.5818,11.5847,11.5945,11.601,11.6047,11.6057,11.6076,11.6127,11.6182,11.6197,11.6228,11.6226
